timestamp,dataset_id,file_tag,instance_idx,algo,variant,seed,generations,time_ms,f,bk,ublp,gapLP_pct,gapBK_pct,deltaBK,div_hamming_avg,div_entropy_avg,stop_reason
2025-11-10T20:26:50.844609141Z,ORLIB,mknapcb1,13,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,2433,53011,41881.000000,41968.000000,42165.187168,0.673985,0.207301,-87.000000,0.094486,0.365750,stagnation_1000
2025-11-10T20:27:28.639029291Z,ORLIB,mknapcb1,14,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1898,40973,45035.000000,45090.000000,45347.074057,0.688190,0.121978,-55.000000,0.114838,0.390566,stagnation_1000
2025-11-10T20:28:07.650204045Z,ORLIB,mknapcb1,15,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1879,42207,42145.000000,42218.000000,42434.122537,0.681344,0.172912,-73.000000,0.121848,0.394796,stagnation_1000
2025-11-10T20:28:35.106350922Z,ORLIB,mknapcb1,16,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1342,29397,42886.000000,42927.000000,43082.231019,0.455480,0.095511,-41.000000,0.115443,0.395670,stagnation_1000
2025-11-10T20:29:05.991165526Z,ORLIB,mknapcb1,17,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1186,25559,42009.000000,42009.000000,42190.597806,0.430422,0.000000,0.000000,0.093135,0.347858,stagnation_1000
2025-11-10T20:29:18.553889390Z,ORLIB,mknapcb1,18,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1020,21339,44865.000000,45020.000000,45265.473430,0.884722,0.344291,-155.000000,0.087706,0.339144,stagnation_1000
2025-11-10T20:29:40.472480139Z,ORLIB,mknapcb1,19,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1146,23392,43274.000000,43441.000000,43567.491237,0.673647,0.384429,-167.000000,0.087985,0.345411,stagnation_1000
2025-11-10T20:30:01.563927617Z,ORLIB,mknapcb1,20,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1102,23011,44511.000000,44554.000000,44796.625645,0.637605,0.096512,-43.000000,0.089834,0.347489,stagnation_1000
2025-11-10T20:30:50.586838028Z,ORLIB,mknapcb1,21,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1796,44128,59799.000000,59822.000000,60016.555161,0.362492,0.038447,-23.000000,0.086338,0.327412,stagnation_1000
2025-11-10T20:31:14.078800684Z,ORLIB,mknapcb1,22,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1348,33515,61891.000000,62081.000000,62228.221156,0.541910,0.306052,-190.000000,0.090938,0.343831,stagnation_1000
2025-11-10T20:31:56.342989148Z,ORLIB,mknapcb1,23,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1872,45872,59739.000000,59802.000000,59963.295743,0.374055,0.105348,-63.000000,0.089290,0.341271,stagnation_1000
2025-11-10T20:32:30.191633810Z,ORLIB,mknapcb1,24,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1455,36210,60394.000000,60479.000000,60644.210021,0.412587,0.140545,-85.000000,0.093233,0.347824,stagnation_1000
2025-11-10T20:33:07.980992003Z,ORLIB,mknapcb1,25,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1656,40982,61079.000000,61091.000000,61338.959182,0.423808,0.019643,-12.000000,0.077980,0.316731,stagnation_1000
2025-11-10T20:33:31.941681204Z,ORLIB,mknapcb1,26,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1052,25039,58908.000000,58959.000000,59161.868131,0.429108,0.086501,-51.000000,0.094258,0.351907,stagnation_1000
2025-11-10T20:34:06.949225329Z,ORLIB,mknapcb1,27,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1562,36929,61409.000000,61538.000000,61696.080880,0.465315,0.209627,-129.000000,0.091779,0.347105,stagnation_1000
2025-11-10T20:34:35.246581084Z,ORLIB,mknapcb1,28,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1236,30251,61475.000000,61520.000000,61727.455409,0.408984,0.073147,-45.000000,0.084896,0.335851,stagnation_1000
2025-11-10T20:35:22.794639770Z,ORLIB,mknapcb1,29,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1701,43059,59408.000000,59453.000000,59618.006304,0.352253,0.075690,-45.000000,0.080008,0.323852,stagnation_1000
2025-11-10T20:35:40.395546716Z,ORLIB,mknapcb1,30,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1079,26340,59955.000000,59965.000000,60242.912600,0.477919,0.016676,-10.000000,0.086281,0.334463,stagnation_1000
2025-11-10T20:53:38.292699059Z,ORLIB,mknapcb1,1,ISGA_MKP,mut=0.0100;repair=true;alpha=0.35;kMale=6;tournF=3;tournM=2;ts=false,0,2027,76335,24178.000000,24381.000000,24585.902722,1.659092,0.832616,-203.000000,0.279752,0.624989,stagnation_1000
2025-11-10T20:54:13.802954058Z,ORLIB,mknapcb1,1,ISGA_MKP,mut=0.0100;repair=true;alpha=0.35;kMale=6;tournF=3;tournM=2;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1040,48786,24149.000000,24381.000000,24585.902722,1.777046,0.951561,-232.000000,0.233627,0.552446,stagnation_1000
2025-11-10T20:54:23.867019293Z,ORLIB,mknapcb1,2,ISGA_MKP,mut=0.0100;repair=true;alpha=0.35;kMale=6;tournF=3;tournM=2;ts=false,0,1056,49620,24225.000000,24274.000000,24538.208990,1.276413,0.201862,-49.000000,0.283530,0.634221,stagnation_1000
2025-11-10T20:55:02.534392822Z,ORLIB,mknapcb1,2,ISGA_MKP,mut=0.0100;repair=true;alpha=0.35;kMale=6;tournF=3;tournM=2;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1014,52352,24225.000000,24274.000000,24538.208990,1.276413,0.201862,-49.000000,0.268664,0.623382,stagnation_1000
2025-11-10T20:55:46.584058874Z,ORLIB,mknapcb1,3,ISGA_MKP,mut=0.0100;repair=true;alpha=0.35;kMale=6;tournF=3;tournM=2;ts=false,0,1800,89245,23494.000000,23551.000000,23895.828928,1.681586,0.242028,-57.000000,0.304847,0.674003,stagnation_1000
2025-11-10T20:55:55.887148670Z,ORLIB,mknapcb1,3,ISGA_MKP,mut=0.0100;repair=true;alpha=0.35;kMale=6;tournF=3;tournM=2;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1017,57790,23520.000000,23551.000000,23895.828928,1.572780,0.131629,-31.000000,0.291341,0.669303,stagnation_1000
